iter	TotalF1	MultiClass
881	0.956339691	0.1826803071
882	0.9564438631	0.1825145169
883	0.9564438631	0.1824686796
884	0.9564432796	0.1823755628
885	0.9563354868	0.182159326
886	0.9566473534	0.1820869091
887	0.9568568875	0.1818542259
888	0.9567524131	0.181784126
889	0.9567524131	0.1817316437
890	0.9565438985	0.1816453245
891	0.9565438985	0.1815912669
892	0.9568573031	0.181450287
893	0.9568559424	0.1813404579
894	0.9567566368	0.1812006524
895	0.9568630972	0.1809422162
896	0.9569662431	0.180863246
897	0.9570707012	0.180801163
898	0.9570707012	0.1807162782
899	0.9569662431	0.1806617476
900	0.9571723946	0.1804014267
901	0.9572750652	0.1803557998
902	0.9575885739	0.1802040209
903	0.9575885739	0.1801523374
904	0.9576930033	0.1799846479
905	0.9575897317	0.1798261703
906	0.9574858053	0.1797539051
907	0.957484213	0.1796544793
908	0.9572766472	0.1794698933
909	0.9572766472	0.1794069114
910	0.957380967	0.1792727092
911	0.957380967	0.1792143117
912	0.9575895107	0.1791652212
913	0.9575895107	0.1791283518
914	0.9575895107	0.1790181479
915	0.9576936173	0.1788885201
916	0.9577980717	0.1787806678
917	0.9582147735	0.1785695224
918	0.9580053953	0.1783721589
919	0.958110093	0.1782131736
920	0.958110093	0.1780975306
921	0.958110093	0.1780492709
922	0.9579012117	0.1779824604
923	0.9582144617	0.1778095387
924	0.9584219162	0.1776800093
925	0.9587346691	0.1775586001
926	0.9587331898	0.1774083792
927	0.9591522481	0.1772696741
928	0.9591522481	0.1771506919
929	0.9591522481	0.1770336063
930	0.9589397972	0.1768055936
931	0.9589397972	0.1767624755
932	0.9592563414	0.1765782403
933	0.9593604301	0.1764417528
934	0.9593604301	0.1764101021
935	0.9595737369	0.1762917304
936	0.9595716253	0.1761856727
937	0.9593634826	0.1760690389
938	0.9593628403	0.175917036
939	0.9594673779	0.1757983656
940	0.9595718988	0.1756925845
941	0.9595720459	0.175578646
942	0.9597820749	0.1754655089
943	0.959989409	0.1753453441
944	0.9598865458	0.1752039807
945	0.9597821398	0.1750585475
946	0.9600964453	0.1749009615
947	0.9600953939	0.174806269
948	0.9601991738	0.1746116138
949	0.9601986027	0.1744813074
950	0.9603036209	0.1743310426
951	0.9605114566	0.1741250244
952	0.9604070132	0.1740673562
953	0.9604070132	0.174020824
954	0.9604070132	0.1739837892
955	0.9606158908	0.1737776673
956	0.9606158908	0.173738757
957	0.9608246039	0.1736433046
958	0.9606158908	0.1735956694
959	0.9607196029	0.1734264919
960	0.9606151775	0.1733059424
961	0.9606157442	0.1731782599
962	0.9606157442	0.1731202947
963	0.9605107433	0.1730691612
964	0.9606129507	0.1730132283
965	0.9607170432	0.1729254302
966	0.9607170432	0.1728394619
967	0.9608219812	0.1727758709
968	0.9608211356	0.1727128387
969	0.9610310051	0.1726103619
970	0.9610310051	0.1725092019
971	0.9610310051	0.1723874722
972	0.9610310051	0.1722929907
973	0.9611366183	0.172246381
974	0.9613466576	0.17211886
975	0.9614490031	0.1718270889
976	0.9614490031	0.1717777495
977	0.9614487191	0.1715711165
978	0.9619671276	0.1714568428
979	0.9620700167	0.1713540653
980	0.9621763859	0.1712329946
981	0.9622819295	0.1711676042
982	0.9620728009	0.1711369449
983	0.9622807619	0.1709854286
984	0.9622807045	0.1708496294
985	0.9621764128	0.1708069022
986	0.9622807045	0.1706648986
987	0.9621758148	0.1705092555
988	0.9624877702	0.1703883723
989	0.9624877702	0.1703456102
990	0.9626966925	0.1702453432
991	0.9623834807	0.1701135811
992	0.9623834807	0.1700552671
993	0.9623834807	0.1700029728
994	0.9621748518	0.1699701646
995	0.9622791928	0.1698759113
996	0.9623834807	0.1698267725
997	0.9624878137	0.1697901497
998	0.9625918406	0.1696437745
999	0.9626961585	0.1695209038
1000	0.962805672	0.1692780816
1001	0.9629091888	0.169125749
1002	0.9631174688	0.1690591869
1003	0.9631174688	0.1689281749
1004	0.9636390422	0.1686991539
1005	0.9636382689	0.1686039894
1006	0.9637431496	0.1685644753
1007	0.9636391601	0.1683904801
1008	0.9637432485	0.1681742955
1009	0.963640385	0.1681215846
1010	0.9635363956	0.1680010426
1011	0.963640385	0.1679031923
1012	0.9637443735	0.1677405763
1013	0.9637423397	0.1675749313
1014	0.9637423397	0.1675418955
1015	0.9638484809	0.1673907084
1016	0.9637444924	0.1672233277
1017	0.9638484809	0.1670403708
1018	0.9639532462	0.1669147029
1019	0.9639527722	0.1667638453
1020	0.9640576603	0.166587295
1021	0.9642648701	0.1665451148
1022	0.9643688585	0.1664068914
1023	0.9645771883	0.1663062155
1024	0.9643688802	0.1661266541
1025	0.9642648865	0.1659876274
1026	0.9644729851	0.1659397357
1027	0.9644729851	0.1658353755
1028	0.9644729851	0.1657937779
1029	0.9643700861	0.165672347
1030	0.9644743082	0.1654876811
1031	0.9644742416	0.1652847103
1032	0.9646826582	0.1652393121
1033	0.9647851304	0.1650828804
1034	0.9644727431	0.1649665215
1035	0.9646819374	0.1646683573
1036	0.9646819374	0.1645766315
1037	0.9647854828	0.1644515636
1038	0.9647854828	0.1643943192
1039	0.9648900748	0.1643134589
1040	0.965098779	0.1641367203
1041	0.9653066096	0.1639555896
1042	0.965204009	0.1638076223
1043	0.9653074025	0.1636808572
1044	0.9654114054	0.1636282564
1045	0.9653074025	0.1635837638
1046	0.9652033662	0.1635080456
1047	0.9658280983	0.1633072906
1048	0.9657241164	0.1632169765
1049	0.96572486	0.163134036
1050	0.9658288217	0.1630283256
1051	0.9658288217	0.1630021008
1052	0.9657239403	0.1628790284
1053	0.9656196718	0.162665411
1054	0.9657239732	0.1626185198
1055	0.9659309309	0.1624767885
1056	0.9659311804	0.1623333699
1057	0.9659309498	0.1622351966
1058	0.9661393624	0.1620645375
1059	0.9661382157	0.1619902103
1060	0.9663475362	0.1617883828
1061	0.9663475362	0.1617562939
1062	0.9662432569	0.1616629323
1063	0.966450633	0.1615195283
1064	0.966346626	0.161482483
1065	0.9666611713	0.1614197465
1066	0.966452783	0.1612999126
1067	0.966451578	0.1612280463
1068	0.966451578	0.1612046776
1069	0.966451578	0.1611673062
1070	0.9664516767	0.1610686979
1071	0.9666604435	0.1609367559
1072	0.9666604435	0.1608851874
1073	0.9665552407	0.1608263515
1074	0.9665552407	0.160742286
1075	0.9667619972	0.1606341967
1076	0.9668662724	0.1604600089
1077	0.9666585964	0.160359503
1078	0.9666576224	0.1603164029
1079	0.9667619173	0.1602030277
1080	0.9668659237	0.1600696407
1081	0.9668659237	0.1600306604
1082	0.9669694995	0.1598555791
1083	0.9671783561	0.1597114744
1084	0.9673864788	0.1596037399
1085	0.9673856064	0.1594921899
1086	0.967384237	0.1593467832
1087	0.967593645	0.1592508743
1088	0.9677988648	0.1589860571
1089	0.9676951209	0.1589060789
1090	0.9680094094	0.1587137458
1091	0.9681156282	0.1586080172
1092	0.9683220999	0.1585101562
1093	0.9684269762	0.1584672549
1094	0.9684269762	0.1584338231
1095	0.9682197445	0.1583019448
1096	0.9682197445	0.1582618618
1097	0.9683237506	0.1582259121
1098	0.9683229702	0.1581121905
1099	0.9684269762	0.1580254597
1100	0.9683225963	0.1578741487
1101	0.9684270486	0.1577570891
1102	0.9687393539	0.1576420515
1103	0.9687388456	0.1574548268
1104	0.9686336557	0.1573394757
1105	0.9685307403	0.1572869811
1106	0.9686362494	0.1571880974
1107	0.9687404654	0.1571061608
1108	0.9686364594	0.1570309479
1109	0.9685323431	0.1569269739
1110	0.9686356542	0.1568026124
1111	0.968634559	0.1567444579
1112	0.9684260215	0.1566606045
1113	0.9684260215	0.1565717063
1114	0.9684260215	0.1565345275
1115	0.9688415079	0.1563510417
1116	0.9689458318	0.156265041
1117	0.9689458859	0.1561840801
1118	0.9692573666	0.1561051636
1119	0.9693612037	0.1560210284
1120	0.9693612037	0.1559715174
1121	0.969049582	0.1558216876
1122	0.9692576482	0.1556912038
1123	0.9692576482	0.1556065181
1124	0.9694660069	0.1554599681
1125	0.9693617498	0.1554356952
1126	0.9695705875	0.1552957467
1127	0.9695705875	0.1552678765
1128	0.9695705297	0.1551887846
1129	0.96957109	0.1551423702
1130	0.9698842285	0.1549917621
1131	0.9699891823	0.1548792935
1132	0.9699903939	0.1546483988
1133	0.9700943274	0.1544955449
1134	0.9701985845	0.1544531252
1135	0.9701985845	0.1544250763
1136	0.9703016459	0.1542745371
1137	0.970509681	0.1541324504
1138	0.970509681	0.1540691355
1139	0.970509681	0.1539727737
1140	0.970509681	0.1539409739
1141	0.9705079686	0.1538486585
1142	0.9704037116	0.153777768
1143	0.9706124902	0.1536186507
1144	0.9709240698	0.1534612794
1145	0.9710287005	0.1533230079
1146	0.9712380212	0.1531595934
1147	0.9712380212	0.1531125763
1148	0.9712388035	0.1529472001
1149	0.9714475946	0.1529024119
1150	0.971550813	0.1527506973
1151	0.9714475946	0.1526975808
1152	0.9715516312	0.1526019315
1153	0.9715516312	0.1525728416
1154	0.971657033	0.1524470764
1155	0.9716557658	0.1522525325
1156	0.971656642	0.1521664166
1157	0.971656642	0.1521210854
1158	0.971656642	0.1520526387
1159	0.9718657548	0.1518654243
1160	0.9717604244	0.151739198
1161	0.9719690048	0.1516082197
1162	0.9719691322	0.1515440985
1163	0.9719679517	0.1513875435
1164	0.9719679517	0.1512878965
1165	0.9719679517	0.1512564474
1166	0.9719679517	0.1511375953
1167	0.9719679517	0.1511133776
1168	0.9719679517	0.1510548987
1169	0.9719679517	0.150968907
1170	0.9719679517	0.1509491601
1171	0.9720722579	0.1508460848
1172	0.9720722579	0.1507733235
1173	0.9720722579	0.1507071996
1174	0.9720722579	0.1506270834
1175	0.9720722579	0.1505899766
1176	0.9722809667	0.1504153311
1177	0.9722818455	0.1503688161
1178	0.9725938726	0.1502637255
1179	0.9724895708	0.1501701913
1180	0.9724895708	0.1500710157
1181	0.9722811375	0.1499757724
1182	0.9724907961	0.1498778377
1183	0.9726994259	0.1497160241
1184	0.9726992211	0.1495988176
1185	0.9725950192	0.1495165721
1186	0.9725947606	0.1494820349
1187	0.9725949832	0.1493756021
1188	0.972490673	0.1493356461
1189	0.9726994824	0.149197085
1190	0.9729090478	0.1490949036
1191	0.9730134071	0.1489481499
1192	0.973117839	0.1487946911
1193	0.9733265155	0.1486858776
1194	0.9730135372	0.1485377262
1195	0.9730160751	0.1484517477
1196	0.9732244005	0.1483447403
1197	0.9732245569	0.1482128318
1198	0.9733274845	0.1480367429
1199	0.9735359105	0.1479269818
1200	0.9735358645	0.1478410505
1201	0.9733275852	0.1477943169
1202	0.9733274505	0.1476635305
1203	0.973224223	0.1475513551
1204	0.9733272183	0.1473708407
1205	0.9737462873	0.1472348928
1206	0.9737456935	0.1471620296
1207	0.9740580356	0.1470219025
1208	0.9739543674	0.1469045268
1209	0.9745816116	0.1467499369
1210	0.9743719494	0.1466870717
1211	0.974476419	0.1465924524
1212	0.974476419	0.1465600162
1213	0.9746848526	0.1464504222
1214	0.9749976084	0.1463194098
1215	0.9749976084	0.1462905492
1216	0.9749976084	0.1462203923
1217	0.9749976084	0.1461913475
1218	0.9749976084	0.146146317
1219	0.9748940088	0.1461210827
1220	0.9747890024	0.1460144292
1221	0.9747890024	0.1459114857
1222	0.974893358	0.1458043319
1223	0.9751016402	0.1457167332
1224	0.9751016402	0.145634358
1225	0.9748927887	0.1455111608
1226	0.9748927887	0.1453809247
1227	0.974997039	0.1452485194
1228	0.9750000772	0.1450425964
1229	0.9750000772	0.1450140991
1230	0.9750000772	0.1449691214
1231	0.9749979754	0.144859657
1232	0.9751022648	0.144731702
1233	0.9751022648	0.1447119185
1234	0.9751022648	0.1446798202
1235	0.9751022258	0.1445356933
1236	0.9751022258	0.1444622109
1237	0.9752065007	0.144358644
1238	0.9751022258	0.1442452587
1239	0.9752065007	0.1441810244
1240	0.9756237769	0.1440349609
1241	0.9756237769	0.1440087204
1242	0.9756237769	0.1439041948
1243	0.9758324268	0.1438217255
1244	0.9757283876	0.1436846555
1245	0.9757281452	0.143563736
1246	0.9760415627	0.1434488289
1247	0.9760415627	0.1434193588
1248	0.9762488588	0.143259584
1249	0.9762488588	0.1431624006
1250	0.9760403853	0.1430746842
1251	0.9761440665	0.1429703894
1252	0.9762483517	0.1428769115
1253	0.9762483517	0.142812547
1254	0.9762483517	0.1427889344
1255	0.9762493647	0.1426805717
1256	0.9761474101	0.1425976485
1257	0.9760422929	0.1425447674
1258	0.9759376182	0.1424255391
1259	0.9763534043	0.1423529837
1260	0.9763534043	0.1422168543
1261	0.9763537756	0.1420782131
1262	0.9763537756	0.1420039029
1263	0.976457493	0.141946067
1264	0.976457493	0.1419160254
1265	0.976457493	0.1418704551
1266	0.976457493	0.141772342
1267	0.976457493	0.1417077228
1268	0.9764583915	0.1416232115
1269	0.9764583915	0.1415815836
1270	0.976562669	0.1414695793
1271	0.976562669	0.1414460249
1272	0.976562669	0.1413197142
1273	0.9766668731	0.1412581484
1274	0.9766663405	0.1411511211
1275	0.9765621333	0.1410744828
1276	0.9766658493	0.1410122222
1277	0.9767688604	0.1409534593
1278	0.9766645829	0.1408717506
1279	0.9765608611	0.1407990876
1280	0.9765598919	0.140699849
1281	0.9767688604	0.1406471435
1282	0.9768737141	0.1406205542
1283	0.9768737141	0.1405864441
1284	0.9768737141	0.1404725789
1285	0.976977986	0.1403569831
1286	0.9767703534	0.140212082
1287	0.9767703534	0.1401667664
1288	0.9767703534	0.1400945064
1289	0.9766650532	0.139974785
1290	0.9766650532	0.1399360403
1291	0.9766650532	0.1398356597
1292	0.9767696687	0.1397460745
1293	0.9767696687	0.1397130841
1294	0.9768739246	0.1396098873
1295	0.9768739246	0.1395082652
1296	0.976978174	0.1393333072
1297	0.976978174	0.1392239015
1298	0.9768739246	0.1391308243
1299	0.9770822419	0.1390811492
1300	0.9770845289	0.1389990009
1301	0.9769792308	0.1389055871
1302	0.9770845289	0.1388732115
1303	0.9772905491	0.1387232613
1304	0.9771860571	0.138582391
1305	0.9771860571	0.1385057266
1306	0.9772891238	0.1384544699
1307	0.9771847961	0.1383687698
1308	0.9771847961	0.1383437234
1309	0.9772903145	0.1382221891
1310	0.9772903145	0.1381198003
1311	0.9772903145	0.1380874055
1312	0.9772903145	0.1379986077
1313	0.9771860426	0.1379475639
1314	0.9772902921	0.1378908383
1315	0.9772902921	0.1378662228
1316	0.9774976623	0.1377836723
1317	0.9774988071	0.1376901889
1318	0.977394564	0.1376089353
1319	0.9774990591	0.13751701
1320	0.9774990591	0.1373936088
1321	0.9778105329	0.1373153389
1322	0.9777063678	0.1372747949
1323	0.9779148503	0.1371834075
1324	0.9778105952	0.1371619052
1325	0.978227318	0.1370223838
1326	0.9781231528	0.1369951684
1327	0.9780186591	0.1369017223
1328	0.9782269788	0.1368535029
1329	0.9781226372	0.1368177907
1330	0.9782269047	0.1367798419
1331	0.9781225844	0.1366918371
1332	0.9783321281	0.1366444322
1333	0.9782269047	0.1365248671
1334	0.9784362933	0.1364434387
1335	0.9784362933	0.136421795
1336	0.9785407924	0.1363335224
1337	0.9785407924	0.1363005227
1338	0.9784355635	0.1362264465
1339	0.9786452882	0.1360950313
1340	0.9788537243	0.1360077222
1341	0.9787480172	0.13592279
1342	0.9788521825	0.1358487588
1343	0.9790607067	0.1357007513
1344	0.9789562109	0.1356323333
1345	0.9790607067	0.1355833036
1346	0.9789565415	0.1355354204
1347	0.9789562109	0.1354226734
1348	0.9790614039	0.1353335378
1349	0.9791655969	0.1351935224
1350	0.9789571051	0.1351556069
1351	0.9791677182	0.135076888
1352	0.9790638009	0.1350328447
1353	0.979062392	0.1349890031
1354	0.9791665745	0.1349124744
1355	0.9790624093	0.1348445986
1356	0.9793749272	0.1347701942
1357	0.979270762	0.134718355
1358	0.9793749272	0.1346541854
1359	0.9794782095	0.1345103584
1360	0.9795813305	0.1344528954
1361	0.9796869735	0.1343804745
1362	0.9797901207	0.1343316015
1363	0.9797901207	0.1343015655
1364	0.979582734	0.1341468452
1365	0.9796886981	0.1340682044
1366	0.9795844586	0.1339534526
1367	0.9795844586	0.1339305428
1368	0.9796881192	0.1338050179
1369	0.9800018336	0.1337300202
1370	0.9796892393	0.1336911884
1371	0.9798953834	0.1336013977
1372	0.9798953834	0.1335367422
1373	0.9801059574	0.1334061372
1374	0.9800017892	0.1333115126
1375	0.9803142359	0.1331914314
1376	0.9803143102	0.1331301665
1377	0.9803132156	0.1330531189
1378	0.9803133299	0.1329897807
1379	0.9804185438	0.1329570465
1380	0.9804169772	0.1328325886
1381	0.9801043957	0.1327615528
1382	0.980208597	0.1326937564
1383	0.980208597	0.1326489293
1384	0.9804169772	0.1325707516
1385	0.9805227385	0.1324769131
1386	0.980729571	0.1324156036
1387	0.9808337338	0.1323324229
1388	0.9808327151	0.1322346341
1389	0.9808327151	0.132212519
1390	0.9808327151	0.1321593962
1391	0.9808327151	0.1321058043
1392	0.9807284552	0.1320773865
1393	0.9809369431	0.1320155447
1394	0.9808346353	0.1319458162
1395	0.9808346353	0.1319114184
1396	0.9806243493	0.1318122468
1397	0.9806252675	0.1316979096
1398	0.9808337555	0.1316645662
1399	0.9809369684	0.1315723912
1400	0.9810422123	0.1315113727
1401	0.9810422123	0.1314556635
1402	0.9810422123	0.1314258066
1403	0.9810422123	0.1313806074
1404	0.9810422123	0.1313232586
1405	0.9809370705	0.1312559847
1406	0.9810412943	0.1311049747
1407	0.9808328299	0.1309994915
1408	0.9810420231	0.1309442236
1409	0.9810420231	0.1308883583
1410	0.9810401932	0.1307811743
1411	0.9810401665	0.1307236806
1412	0.9812501126	0.1305998843
1413	0.9812490689	0.1304919758
1414	0.9812490689	0.1304485916
1415	0.9812490689	0.130425457
1416	0.9814575094	0.1303380918
1417	0.9815626409	0.1302229335
1418	0.9816668941	0.1301364928
1419	0.9815627454	0.1300583054
1420	0.9813533566	0.1299546083
1421	0.9813533863	0.1298896832
1422	0.98166783	0.1298040641
1423	0.9816678694	0.1296924189
1424	0.9816680322	0.1296362903
1425	0.9816680322	0.1295929744
1426	0.9816680322	0.1295737136
1427	0.9816680322	0.1295150879
1428	0.9817721199	0.1294402883
1429	0.981876364	0.1293187656
1430	0.981876364	0.1292917789
1431	0.981876364	0.1292654146
1432	0.9817722208	0.1291706091
1433	0.9817722208	0.12914398
1434	0.9820867362	0.1290901273
1435	0.9819825929	0.1290537929
1436	0.9820846693	0.1289310394
1437	0.9819805975	0.1288791616
1438	0.9821892003	0.1287366026
1439	0.9821888126	0.1286496804
1440	0.9820836907	0.1285807294
1441	0.9821888126	0.1285222336
1442	0.9822920557	0.1284424237
1443	0.9822920557	0.1284050818
1444	0.9821888126	0.1283482777
1445	0.9822929412	0.128290822
1446	0.9822929412	0.1282674671
1447	0.9822940843	0.1282137097
1448	0.9822940843	0.1281895076
1449	0.9823992665	0.1281613436
1450	0.9822940843	0.1280870901
1451	0.982189941	0.1280613545
1452	0.9822928066	0.1279822443
1453	0.9821886633	0.1278794568
1454	0.9822928066	0.1278522011
1455	0.9822928066	0.1278309665
1456	0.9821885625	0.1277391693
1457	0.9820844192	0.1277090579
1458	0.9821876664	0.127562228
1459	0.9822949632	0.1274608676
1460	0.9822949632	0.1274346946
1461	0.9822949632	0.1274204609
1462	0.9822949632	0.1273322744
1463	0.9821895991	0.1272452257
1464	0.9821895991	0.1272005351
1465	0.9821895991	0.1271671369
1466	0.9823981928	0.1270560932
1467	0.9823981928	0.1270289203
1468	0.9826065997	0.1269069186
1469	0.982710743	0.1268835374
1470	0.9826065997	0.1268204106
1471	0.9825024711	0.1267510189
1472	0.9826065997	0.1266353683
1473	0.9825024711	0.1265766816
1474	0.9825023111	0.1265064473
1475	0.9826064397	0.1264834841
1476	0.9827105998	0.1264030609
1477	0.9826064712	0.1263065733
1478	0.9828148978	0.1262451902
1479	0.9827107666	0.1261950468
1480	0.9827107666	0.126120495
1481	0.9826066923	0.1260728605
1482	0.982502549	0.1260226435
1483	0.9829190846	0.1259298376
1484	0.9829190846	0.1258759275
1485	0.98312747	0.1257626715
1486	0.9829190846	0.12572354
1487	0.9830232505	0.1257002283
1488	0.9828148525	0.125631175
1489	0.9830229765	0.1255409604
1490	0.9830229765	0.1255179148
1491	0.9830229765	0.1254665774
1492	0.9831271468	0.1253882796
1493	0.9831271468	0.1253214215
1494	0.9831271468	0.1252648622
1495	0.9831271468	0.1252103638
1496	0.9831271468	0.1251698079
1497	0.9830231496	0.1251141093
1498	0.9831273843	0.1250458614
1499	0.9833355394	0.1249407028
1500	0.9832313814	0.1248934929
1501	0.9833355502	0.1248162482
1502	0.9831273843	0.1247600137
1503	0.9831273843	0.1247343156
1504	0.9832315422	0.1246544915
1505	0.9833356981	0.124601687
1506	0.9834399176	0.1244941496
1507	0.9834399176	0.1244643778
1508	0.9836480836	0.1243723879
1509	0.9836480836	0.1243520574
1510	0.9836480836	0.1243031854
1511	0.9836480836	0.124251523
1512	0.9836480836	0.1242124336
1513	0.9836480836	0.1241915289
1514	0.9836480836	0.1241046321
1515	0.9836480836	0.1240427008
1516	0.9836480836	0.1240031219
1517	0.9835438641	0.1239326969
1518	0.9835438641	0.1239160019
1519	0.9834396953	0.123824211
1520	0.9834396953	0.1237867371
1521	0.9835430022	0.1237252975
1522	0.9835430022	0.1236905188
1523	0.9836470538	0.1235791757
1524	0.9835436854	0.1234812432
1525	0.9834396953	0.1233986936
1526	0.9836478584	0.1233026763
1527	0.9835438641	0.1232358944
1528	0.9835438641	0.1231878684
1529	0.9834396953	0.1230770381
1530	0.9834387911	0.123008863
1531	0.9833346466	0.1229778506
1532	0.9833346466	0.1229563611
1533	0.9833346466	0.1229289441
1534	0.9833346466	0.122853358
1535	0.9833346466	0.1228259677
1536	0.9835428761	0.1227583942
1537	0.9834388133	0.1227088033
1538	0.9835428761	0.1226714495
1539	0.9835421205	0.1225477931
1540	0.9836472759	0.1224726993
1541	0.9837504166	0.1223979699
1542	0.9837504166	0.1223700736
1543	0.9837523941	0.1223079815
1544	0.9837513428	0.1222569858
1545	0.9838563924	0.122226573
1546	0.9838563924	0.1221642473
1547	0.9839614372	0.1220735019
1548	0.9837514702	0.1219401152
1549	0.9837514702	0.1218809745
1550	0.9837514702	0.1218258454
1551	0.9837514702	0.1217725311
1552	0.9838556399	0.1216663364
1553	0.9838556399	0.1216032695
1554	0.9839597844	0.1215511203
1555	0.9840639387	0.1214438616
1556	0.9839597844	0.1213829523
1557	0.9840639387	0.1212857864
1558	0.9841678724	0.121161576
1559	0.9841678724	0.1211189278
1560	0.9844799251	0.1210472496
1561	0.9844799251	0.121011934
1562	0.9844799251	0.1209494642
1563	0.9844799251	0.1209204563
1564	0.9845839752	0.12087179
1565	0.9845839752	0.1208358483
1566	0.9845839752	0.1208142368
1567	0.9845839752	0.1207686395
1568	0.9845839752	0.120666546
1569	0.9844799248	0.1205581783
1570	0.9844800543	0.1204565659
1571	0.9845841059	0.1204196905
1572	0.9846882404	0.1203599025
1573	0.9847927153	0.1203362172
1574	0.9848969367	0.1202482386
1575	0.9847937114	0.1201432598
1576	0.9848967441	0.1200656767
1577	0.9848967441	0.1200201717
1578	0.9850019205	0.1198825468
1579	0.9854183912	0.1197996672
1580	0.9854183912	0.1197484713
1581	0.9857315655	0.1196402284
1582	0.9856276664	0.1195917123
1583	0.9855231996	0.1195419854
1584	0.9853151105	0.119488135
1585	0.985628032	0.119385763
1586	0.9856284201	0.1193470884
1587	0.9856284201	0.1193201585
1588	0.9856281134	0.1192501769
1589	0.9857315655	0.1191929865
1590	0.9858357405	0.1190940865
1591	0.9858357405	0.1190628187
1592	0.9857315655	0.1189956874
1593	0.9857315655	0.1188858353
1594	0.9858357229	0.1187946589
1595	0.98573222	0.1187333354
1596	0.9858363979	0.1185773266
1597	0.9859405554	0.1185276155
1598	0.9859405554	0.1184442468
1599	0.9859405554	0.1183814597
1600	0.9859405554	0.1183135985
1601	0.9859405554	0.1182486455
1602	0.985939879	0.1181309027
1603	0.9859400212	0.1180441773
1604	0.9859400212	0.1180189231
1605	0.9860442327	0.1179178205
1606	0.9861483067	0.1178372175
1607	0.9861483067	0.1177822023
1608	0.9862525381	0.1177529607
1609	0.9864615084	0.1176995939
1610	0.9863572969	0.1176442945
1611	0.9864614336	0.1175793036
1612	0.986356537	0.1174853985
1613	0.9862523992	0.1174169133
1614	0.9862523992	0.1173916546
1615	0.9861482482	0.1172874554
1616	0.9861482482	0.1172708075
1617	0.9862524645	0.1172195245
1618	0.9862524645	0.1171639114
1619	0.9862524645	0.1171342667
1620	0.9862524645	0.1170874893
1621	0.9862524645	0.1170646821
1622	0.9861482482	0.1169243562
1623	0.9861482896	0.1168374391
1624	0.9862523471	0.1167198745
1625	0.9861481309	0.1166984302
1626	0.9863564234	0.1166331891
1627	0.9865655536	0.1165411136
1628	0.9864614157	0.1164894226
1629	0.986565632	0.1164647477
1630	0.9866697699	0.1163866404
1631	0.9866697699	0.116365983
1632	0.9867739814	0.1162550736
1633	0.986981363	0.1161157064
1634	0.9870855699	0.1160813581
1635	0.9869814129	0.1160363773
1636	0.9867730681	0.115998199
1637	0.986877206	0.1159282281
1638	0.9866682378	0.1157714463
1639	0.9868772014	0.1156470864
1640	0.9869813339	0.1155236941
1641	0.9870861639	0.1154270146
1642	0.9870861639	0.1153837711
1643	0.9870861639	0.1153547919
1644	0.9870861639	0.1153340432
1645	0.9870861639	0.1152465587
1646	0.9870861639	0.1151803263
1647	0.9870861639	0.1151207609
1648	0.9870861639	0.1150600276
1649	0.9870861639	0.1150211183
1650	0.9870861639	0.1149048138
1651	0.98739874	0.1148482319
1652	0.987502947	0.1147905349
1653	0.98739874	0.1147469676
1654	0.987502947	0.1146798133
1655	0.9876071496	0.1145883712
1656	0.9876071496	0.1145596242
1657	0.987502947	0.1144551491
1658	0.987502947	0.1144190915
1659	0.9876071496	0.114343823
1660	0.9876071496	0.1143266338
1661	0.9876071496	0.1142989381
1662	0.9876071496	0.114236386
1663	0.9876071496	0.1142135232
1664	0.987502947	0.1141242591
1665	0.987502947	0.1140899177
1666	0.987502947	0.114014693
1667	0.987502947	0.1139967083
1668	0.98760654	0.1139096994
1669	0.9875023442	0.1137812624
1670	0.9876071742	0.1137397486
1671	0.9875023195	0.113669365
1672	0.9875023195	0.1136380206
1673	0.9876071496	0.113507739
1674	0.9877113947	0.1134195158
1675	0.9877113947	0.1133997636
1676	0.9879193919	0.1133173233
1677	0.9879193919	0.1132739786
1678	0.9879193919	0.1132525687
1679	0.9879193919	0.1132212545
1680	0.9878146292	0.1131241405
1681	0.9880229147	0.1130345275
1682	0.9881271341	0.1129547566
1683	0.9881271341	0.1128827583
1684	0.9881271341	0.1128620898
1685	0.9880229147	0.1127969011
1686	0.9879187408	0.1126738665
1687	0.9879187408	0.1126258197
1688	0.9879187408	0.1126083938
1689	0.9879187408	0.1125771853
1690	0.9878145976	0.1124960646
1691	0.9878145976	0.1124763053
1692	0.9879193602	0.1123582346
1693	0.9880235777	0.1122620983
1694	0.9880235777	0.1122084206
1695	0.9881277366	0.1121570851
1696	0.9882318818	0.1121131262
1697	0.9879188386	0.1120298612
1698	0.988022974	0.1119512802
1699	0.9881277366	0.1118488142
1700	0.9880235998	0.1117852348
1701	0.9880235191	0.1117073553
1702	0.9881273374	0.1116027472
1703	0.9881273374	0.1115298383
1704	0.9881273374	0.111510915
1705	0.9880231979	0.1114524667
1706	0.9880231979	0.1114315966
1707	0.9880231979	0.1113703201
1708	0.9881273374	0.1113258461
1709	0.9881273374	0.111237313
1710	0.9881273374	0.1111831853
1711	0.988022642	0.1111291515
1712	0.9881273374	0.111074548
1713	0.9881273374	0.1110584474
1714	0.9881273374	0.1109547673
1715	0.9881273374	0.1108898796
1716	0.9881273374	0.1108653271
1717	0.9881273374	0.1108013287
1718	0.9881273374	0.1107217803
1719	0.9881273374	0.1106660027
